Active Status,Item,Description,Price,Cost,Manufacturer
Active,SAMSUNG:VG-STSM11B/ZA,"Studio Stand for 65"" & 55"" QLED & The Frame TVs",599.99,438.95,SAMSUNG
Active,SANUS,DO NOT USE,0,0,SANUS
Not-active,SANUS:CAPS12,Vertical Power Strip and Surge Protector,99.99,42.78,SANUS
Active,SANUS:CFR2115,"34"" Tall AV Rack, 15 U",529.99,264.6,SANUS
Active,SANUS:CFR2127,"55"" Tall AV Rack, 27 U",799.99,386.88,SANUS
Active,SANUS:SF30,30-Inch Stand for Small-to-Medium Bookshelf Speaker,169.99,83.91,SANUS
Active,SANUS:WSTV1,Swiveling TV Base For Sonos Playbase,149.99,64.8,SANUS
Active,SANUS:WSWM1-B1,"Black Wall Mount for The Sonos One, Play:1 and Play:3 Speakers, Each.",44.99,16.97,SANUS
Active,SANUS:WSWM1-W1,"Black Wall Mount for The Sonos One, Play:1 and Play:3 Speakers, Each.",44.99,16.97,SANUS
Active,SANUS:WSWM2-B1,"Black Wall Mount for The Sonos One, Play:1 and Play:3 Speakers, 1 Pair.",64.99,25.45,SANUS
Active,SANUS:WSWM2-W1,"White Wall Mount for The Sonos One, Play:1 and Play:3 Speakers, 1 Pair.",64.99,25.45,SANUS
Active,SAV,DO NOT USE,0,0,SAV
Active,SAV:1'' C,1'' Pulling Body,6.45,5.53,SAV
Active,SAV:1'' COUPLER,1'' Stop Coupler,0.76,0.13,SAV
Active,SAV:1'' LB,1'' Bottom ''L'' Body,7.54,2.11,SAV
Active,SAV:1'' LL,1'' Left ''L'' Body,14.86,11.46,SAV
Active,SAV:1'' LR,1'' Right ''L'' Body,14.34,7.54,SAV
Active,SAV:1'' RIGID CONDUIT,"1'' Rigid Conduit, 10FT",52.54,21.77,SAV
Active,SAV:1'' SWEEP ELBOW,"1'' Elbow, long sweep",2.79,0.63,SAV
Active,SAV:1-GANG BLANK PLATE,1-Gang No Device Blank Wallplate,0.42,0.21,SAV
Active,SAV:1-GANG DECORA PLATE,Single Gang Decora Wall Plate (Specify Color),1.99,0.46,SAV
Active,SAV:1-GANG SCOOP,Low-Voltage Cable Entrance Plate 1-Gang,3.34,1.67,SAV
Active,SAV:1.25'' C,1.25'' Pulling Body,16.9,13.03,SAV
Active,SAV:1.25'' COUPLER,1.25'' Stop Coupler,1.03,0.19,SAV
Active,SAV:1.25'' LB,1.25'' Bottom ''L'' Body,11.7,3.22,SAV
Active,SAV:1.25'' LL,1.25'' Left ''L'' Body,24.4,18.81,SAV
Active,SAV:1.25'' LR,1.25'' Right ''L'' Body,22.8,17.59,SAV
Active,SAV:1.25'' RIGID CONDUIT,"1.25'' Rigid Conduit, 10FT",75.05,33.28,SAV
Active,SAV:1.25'' SWEEP ELBOW,"1.25'' Elbow, long sweep",4.31,0.81,SAV
Active,"SAV:1/2"" FLEX STEEL CONDUIT","1/2"" Flexible Steel Conduit.",0.76,0.76,MULTIPLE
Active,"SAV:1/2"" Set Screw Connector","1/2"" Set Scree Connector for Flexiable Steel Conduit",0.78,0.78,MULTIPLE
Active,"SAV:1/2"" VELCRO","1/2"" Velcro",22.85,16.4,RIP TIE
Active,SAV:110 BLOCK,110 Punch Down Wiring Block,25,7.38,SAV
Active,SAV:12'' JUNCTION BOX,12''x12''x4'' Junction Box,86.27,42.51,SAV
Active,SAV:120V ICE CUBE REALY,General Purpose 120V Relay,17.99,14.99,EATON
Active,SAV:12V 7AH Battery,12 volt 7 ah Alarm Control Battery,23.9,14.99,SAV
Active,SAV:12VDC POWER SUPPLY,"Plug-In 12VDC, 1A Power Supply.",11.99,8.69,SAV
Active,SAV:14G BANANA PLUG,14AWG Banana Plug,3.52,1.76,SAV
Active,SAV:16G BANANA PLUG,16AWG Banana Plug,2.736,1.368,SAV
Active,SAV:1G NAILON BOX,"18 CU IN, 1 gang zip box, nail on.",1.09,0.31,SAV
Active,SAV:1G NAILON RING,"Low Voltage Mounting Bracket, 1 Gang, Nail On",1.45,0.58,SAV
Active,SAV:1G OUTDOOR COVER,"Weatherproof metal box cover, 1 Gang with gasket and screws",3,1.19,SAV
Active,SAV:1G RETRO BOX,"20 CU IN, 1 Gang Old Work Box",3.77,1.9,SAV
Active,SAV:1G RETRO RING,"Low Voltage Mounting Bracket, 1 Gang, Retro",2.85,1.035,SAV
Active,SAV:1G RETROFIT RING,1-Gang Retrofit Ring,3.3,0.99,SAV
Active,SAV:1G RI RING,1G Rough-In Nail-On Ring,5,1.2,SAV
Active,SAV:1G RI RING_ADJUSTABLE,1 Gang Adjustable Rough-In Box,5,3.03357,SAV
Active,SAV:1GS-XX,1-Gang Decora Style Wire Management Plate,5,2.99,SAV
Not-active,SAV:1X4 IR REPEATER BLOCK,1x4 IR Repeater with Power Supply (emitters not included),99,24.95,SNAPAV
Active,SAV:2'' C,2'' Pulling Body,27.16,23.27,SAV
Active,SAV:2'' COUPLER,2'' Stop Coupler,1.83,0.34,SAV
Active,SAV:2'' LB,2'' Bottom ''L'' Body,24.15,20.69,SAV
Active,SAV:2'' LL,2'' Left ''L'' Body,26.82,22.98,SAV
Active,SAV:2'' LR,2'' Right ''L'' Body,26.51,22.72,SAV
Active,SAV:2'' RIGID CONDUIT,"2'' Rigid Conduit, 10FT",10.37,5.37,SAV
Active,SAV:2'' SWEEP ELBOW,"2'' Elbow, long sweep",7.51,1.57,SAV
Active,SAV:2-GANG BLANK PLATE,2-Gang No-Device Blank Wallplate,2.5,1.25,SAV
Active,SAV:2-GANG DECORA PLATE,Decorative Double Gang Wall Plate,2.99,0.54,SAV
Active,SAV:2-GANG SCOOP,Low-Voltage Cable Entrance Plate 2-Gang,4.56,2.39,SAV
Not-active,SAV:2-PORT DECORA INSERT,2-Port Keystone Wall Plate,2.99,0.35,SAV
Active,SAV:24VAC TRANSFORMER,Generic 24VAC Transformer,15,7.5,SAV
Active,SAV:25PX40L3,25 Pair Amphenol Cable (MALE/BLNT) 40ft,73,36.5,SAV
Active,SAV:2G NAILON BOX,"32 CU IN, 2 Gang Zip Box, Nail On",3.15,1.18,SAV
Active,SAV:2G NAILON RING,"Low Voltage Mounting Bracket, 2 Gang, Nail On",1.69,1.23,SAV
Active,SAV:2G RETRO BOX,"25 CU IN, 2 Gang Old Work Box",4.22,3.21,SAV
Active,SAV:2G RETRO RING,"Low Voltage Mounting Bracket, 2 Gang, Retro",2.85,1.49,SAV
Active,SAV:2G RI RING_ADJUSTABLE,2 Gang Adjustable Rough-In Box,6.5,3.1712,SAV
Active,SAV:3-GANG DECORA PLATE,Decorative Triple Gang Wall Plate,4.99,0.75,SAV
Active,SAV:3-PORT DECORA INSERT,3-Port Keystone Wall Plate,2.99,0.35,SAV
Active,SAV:3.5MM-RCA,Male Stereo 3.5 mm. to 2 x Female RCA,16.95,8.45,SAV
Active,SAV:3.5MM MONO 0.5M,"3.5mm Mini Mono to 3.5mm Mini Mono Cable, 0.5 Meter",4,1.36,SAV
Active,SAV:3.5MM MONO 1M,"3.5mm Mini Mono to 3.5mm Mini Mono Cable, 1 Meter",5,1.81,SAV
Active,SAV:3.5MM MONO 2M,"3.5mm Mini Mono to 3.5mm Mini Mono Cable, 2 Meter",6,2.72,SAV
Active,"SAV:3/4"" VELCRO","3/4"" Velcro",30.62,22.48,RIP TIE
Active,SAV:3G NAILON BOX,"53 CU IN, 3 Gang, Heavy Wall Electric Box, Nail On",4.72,1.95,SAV
Active,SAV:3G RETRO BOX,"55 CU IN, 3 Gang Old Work Box",5.34,4.05,SAV
Active,SAV:4'' COUPLER,4'' Stop Coupler,8.22,1.58,SAV
Active,SAV:4'' JUNCTION BOX,4''x4''x4'' PVC Junction Box,53.76,49.07,SAV
Active,SAV:4'' LB,4'' Bottom ''L'' Body,98.51,84.42,SAV
Active,SAV:4'' RIGID CONDUIT,"4'' Rigid Conduit, 10FT",30.55,11.83,SAV
Active,SAV:4'' SWEEP ELBOW,"4'' Elbow, long sweep",39.54,8.96,SAV
Active,SAV:4-PORT DECORA INSERT,4-Port Keystone Wall Plate,2.99,0.35,SAV
Active,"SAV:4"" Nail-On Box","4"" Nail-On Box",2.12,1.7005,ALLIED MOULDED
Active,"SAV:4"" SMOKE BOX W/ SPANNER","4"" dia. Round Fixture Support Box for Use with Nonmetallic Sheathed Cable, Ea.",8.45582,4.18638,ALLIED MOULDED
Active,"SAV:4"" Square Cover","4"" Steel Cover for 4"" Square Box",1.37522,0.48644,HUBBEL-RACO
Active,"SAV:4"" Square Metal Box","4 Inch Square Box, Welded Metal",3.25367,1.67646,HUBBEL-RACO
Active,SAV:5395CK100,Black Proximity Reader,235,138.99,SAV
Active,SAV:6'' JUNCTION BOX,6''x6''x6'' PVC Junction Box,56.35,13.71,SAV
Active,SAV:6-PORT DECORA INSERT,6-Port Keystone Wall Plate,2.99,0.35,SAV
Active,SAV:8'' JUNCTION BOX,8''x8'x7'' PVC Junction Box,83.06,40.94,SAV
Active,SAV:820498,820498 Vanco USB Keystone Insert,15,6.86,SAV
Active,SAV:9V BATT,"9V Battery, General Purpose",2,0.9375,SAV
Active,SAV:AA BATT,"AA Battery, General Purpose",0.90916,0.42708,SAV
Active,SAV:AAA BATT,"AAA Battery, General Purpose",0.91039,0.37063,SAV
Active,SAV:AIRPORT EXTREME MOUNT,Apple Airport Extreme Generic Wall Mount,50,31.47,SAV
Active,SAV:ANNUAL SERVICE CONTRACT,Annual Service Contract,0,0,SAV
Active,SAV:ANNUAL SERVICE CONTRACT-SEC,Annual Service Contract,0,0,SAV
Active,SAV:ANNUAL SERVICE CONTRACT - SECU,"SAV Service Care Plan, Security Portion, 1YR",750,375,SAV
Active,SAV:ASK KACEY,ASK KACEY,0,0,SAV
Not-active,SAV:B&O BEOLAB 19 US BLACK,Bang & Olufsen Beolab 19 US Black Sub,0,0,SAV
Not-active,SAV:B&O BEOLAB 20 US BLACK,Bang & Olufsen Beolab 20 US Black Speaker,0,0,SAV
Not-active,SAV:B118A,1 Gang J Box,1,0.5,SAV
Active,SAV:BALANCED XLR,Balanced Audio Cable - 6FT.,41.4,20.7,SAV
Active,SAV:BANANA PLUG 10/12,Single Banana pairs for 10-12 awg speaker level audio cable,5.42,2.03,SAV
Active,SAV:BANANA PLUG 14/18,Single Banana pairs for 14-18 awg speaker level audio cable,4.06,2.19,SAV
Active,SAV:BANANA PLUG PREMIUM,Premium Single Banana pairs for speaker level audio- Gold plated,6.48,2.44,SAV
Active,SAV:BANANA PLUGS (PAIR),Banana Plug Speaker Cable Connector (Pair),8.67585,3.6655,SAV
Active,SAV:BEANIES,Beanie Connectors,0.05,0.02,SAV
Active,SAV:BeoVisionEclipse,Specialty Item,0,0,SAV
Not-active,SAV:BLANK KEYSTONE,Blank Keystone Snap-in,1.99,1.52,SAV
Active,SAV:BNC CONNECTOR,"C-Tec2 RG59 BNC Plugs for Single, Dual, Tri or Quad Shield formats",4.84,1.77,SAV
Active,SAV:BNC F<F,BNC Coupler female to female in-line version,2.06,0.89,SAV
Active,SAV:BRONZE COVER,Bronze Floor Jack Cover,245,147.01,SAV
Active,SAV:BUSDEV,Business Development Funds Discount,0,0,SAV
Active,SAV:C BATT,"C Battery, General Purpose",2,1.2,SAV
Active,SAV:CC FEE,Credit Card Fee (Invoice listed at Cash Discounted Price),0,0,SAV
Active,SAV:CENTER PLATE,Non-Metallic Center Plate for Floor Box,7.75,4.6,SAV
Active,SAV:Clickshare,Specialty Item,0,0,SAV
Active,SAV:COAX MODULE,"F'' Barrel Connecting Termination, 2GHz",24,12,SAV
Active,SAV:COMPUTER/SOFTWARE,Computer/Software,0,0,SAV
Active,SAV:COOLMASTERNET,Home Automation Bridge for VRV / VRF HVAC Systems,2065,1650,SAV
Active,SAV:CREDIT MEMO,Remove For Credit Memo.,0,0,SAV
Active,SAV:CRESFIBER-CONN-SC50UM,"CresFiber Fiber Optic Cable Connector (AFL Telecommunications), SC 50um",47.5,23.75,SAV
Active,SAV:CUSTOM INTERCONNECTS,"Custom Terminated Interconnect Budget (Cable, Ends, Etc.).",0,0,SAV
Active,SAV:CUSTOM SYSTEM,Custom JBL Synthesis System  -- Quote#,54820,29262,JBL SYNTHESIS
Not-active,SAV:CXDCHD,Custom RCA audio finish wire,3.16,0.79,Planet Waves
Active,SAV:D BATT,"D Battery, General Purpose",2.5,1.03167,SAV
Active,SAV:DBI-2,Doorbell Interface,345,140.8,NILES
Active,SAV:DC1-XX,1-Gang Decora Style Insert Wire Management,5,2.5,SAV
Active,SAV:DENTAL INSURANCE,Dental Insurance,0,0,SAV
Active,SAV:DIGITAL COAXIAL TO OPTICAL DIGI,Digital Coaxial to Optical Digital Converter,43,21.5,SAV
Active,SAV:DIGITAL FIBER OPTICAL TO DIGITA,Digital Fiber Optical (Toslink) to Digital Coaxial (S/PDIF) Converter,39.98,19.99,SAV
Active,SAV:DIN RAIL,"35mm DIN Rail, 3M Length",7.68,6.85,SAV
Active,SAV:DIN RAIL END BRACKET,DIN Rail End Bracket,1,1.13,SAV
Active,"SAV:DIN RAIL TERMINAL BLOCK, BLACK","Screwless terminal block, Black, 8-22 AWG, 45A, 600V, use on 35mm DIN rail",1.65,0.81,SAV
Active,"SAV:DIN RAIL TERMINAL BLOCK, GREEN","Screwless terminal block, Green, 8-22 AWG, 45A, 600V, use on 35mm DIN rail",1.65,0.81,SAV
Active,"SAV:DIN RAIL TERMINAL BLOCK, RED","Screwless terminal block, Red, 8-22 AWG, 45A, 600V, use on 35mm DIN rail",1.65,0.81,SAV
Active,"SAV:DIN RAIL TERMINAL BLOCK, WHITE","Screwless terminal block, White, 8-22 AWG, 45A, 600V, use on 35mm DIN rail",1.65,0.81,SAV
Active,"SAV:DIN RAIL TERMINAL BLOCK, YELLOW","Screwless terminal block, Yellow, 8-22 AWG, 45A, 600V, use on 35mm DIN rail",1.65,0.81,SAV
Active,SAV:DISCOUNT-EXEC LABOR,Executive Labor Discount,0,0,SAV
Active,SAV:DISCOUNT-EXEC PRODUCT,Executive Product Discount,0,0,SAV
Active,SAV:DISCOUNT-EXEC SEC LABOR,Executive Security Labor Discount,0,0,SAV
Active,SAV:DISCOUNT-EXEC SEC PRODUCT,Executive Security Product Discount,0,0,SAV
Active,SAV:DISCOUNT-LABOR MARGIN,Labor Margin Adjustment,0,0,SAV
Active,SAV:DISCOUNT-LABOR SAV F&F,SAV Friends & Family Labor Discount,0,0,SAV
Active,SAV:DISCOUNT-PRODUCT MARGIN,Product Margin Adjustment,0,0,SAV
Active,SAV:DISCOUNT-PRODUCT SAV F&F,SAV Friends & Family Product Discount,0,0,SAV
Active,SAV:DISCOUNT-SEC LABOR MARGIN,Security Labor Margin Adjustment,0,0,SAV
Active,SAV:DISCOUNT-SEC LABOR SAV F&F,SAV Friends & Family Security Labor Discount,0,0,SAV
Active,SAV:DISCOUNT-SEC PRODUCT MARGIN,Security Product Margin Adjustment,0,0,SAV
Active,SAV:DISCOUNT-SEC PRODUCT SAV F&F,SAV Friends & Family Security Product Discount,0,0,SAV
Active,SAV:DR-012,1/2'' Drive Rings (50 PC),12.5,6.25,SAV
Active,SAV:DR-114,1-1/4'' Drive Rings (20 PC),15,7.5,SAV
Active,SAV:DR-78,7/8'' Drive Rings (25 PC),9.9,4.95,SAV
Active,SAV:DROPCAM-PRO,WiFi Camera,199,199,SAV
Active,SAV:DUE SAV PEACH & WALLACE LLC,Due SAV Peach & Wallace LLC,0,0,SAV
Active,"SAV:DYMO LABEL TAPE 1/2""","1/2"" Nylon Fabric Thermal Transfer Label Tape.",17.95,13.89,DYMO
Active,"SAV:ECLIPSE 55"" PANEL","Eclipse 55"" Panel",3273.08,0,SAV
Active,"SAV:ECLIPSE 55"" SOUND CENTER","Eclipse 55"" Sound Center",0,0,SAV
Active,SAV:EMPLOYEE RECRUITING,Employee Recruiting  - Moving Expense,0,0,SAV
Active,SAV:EMPLOYEE REWARDS,Employee Rewards,0,0,SAV
Active,SAV:ETHERNET BOOT - BLACK,Snag Free RJ45 Strain Relief Boot,0.2,0.0708,SAV
Active,SAV:EZ-RJ12/11 Connectors,EZ-RJ12/11,0.62,0.31,SAV
Active,SAV:F-CONNECTOR,"C-Tec2 RG6 F Plugs for Non-Plenum Single, Dual, Tri or Quad Shield Formats",1.6,0.63,SAV
Active,SAV:F F<F,F Coupler female to female in-line version,0.81,0.39,SAV
Active,SAV:F Jack to BNC Plug,F Jack to BNC Plug Adapter,1.38,0.69,SAV
Not-active,SAV:F KEYSTONE,F-Connector Keystone Jack,2.99,0.57,SAV
Active,SAV:FIBER SC CONNECTOR,"AJW SC Multimode, OM3-4 50/125um; 3mm Jacketed Connector",15,7.9,SAV
Active,SAV:FINANCE CHARGE,Finance Charge on Overdue Balance,0,0,SAV
Active,SAV:FLEET EXPENSE,Fleet Expense,0,0,SAV
Active,SAV:FPUBC2,Stereo Unbalanced to Balanced Converter,475,192.99,SAV
Active,SAV:FS-QS-010-0593,"Quickserver, BACNE/IP-XML Over HTTP",1299,775,SAV
Active,SAV:FS-QS-ACC,"Quickserver, BACNE/IP-XML Over HTTP Accessory Kit",100,60,SAV
Active,SAV:FUEL,Fuel charges incurred by employee,0,0,SAV
Active,SAV:GB10B (100),Open Ended Distribution Ring 3 3/8'' Wide (100 PC),550,275,SAV
Active,SAV:GENETIC MODIFICATIONS,"Genetic Modification for your Spider Monkeys. This can be in the form of wings, acid breath, or ...",1000000,500000,SAV
Active,SAV:GP RELAY,General Purpose Industrial Relay,75,36.71,SAV
Active,SAV:HD FURY III,HD Fury III HDMI to Component Converter,349,249,SAV
Active,SAV:HDMI 0.7m,HDMI Patch Cable 0.7 Meter,33.38,5.89,SAV
Active,SAV:HDMI 1.0m,HDMI Patch Cable 1 Meter,35.39,7.87,SAV
Active,SAV:HDMI 1.5m,HDMI Patch Cable 1.5 Meter,40.43,9.84,SAV
Active,SAV:HDMI 2.0m,HDMI Patch Cable 2 Meter,45.48,11.82,SAV
Active,SAV:HDMI 3.0m,HDMI Patch Cable 3 Meter,64.99,16.58,Binary
Active,SAV:HDMI 4.0m,HDMI Patch Cable 4 Meter,64.99,20.96,SAV
Active,SAV:HDMI 5.0m,HDMI Patch Cable 5 Meter,84.99,25.95,SAV
Active,SAV:HDMI 7.5m,HDMI Patch Cable 7.5 Meter,104.99,35.95,SAV
Active,SAV:HDMI KEYSTONE JACK,HDMI Keystone Jack - Pass Through,12,5.8,SAV
Active,SAV:HDMI LEFT ANGLE,HDMI Left Angle Adapter,19.99,10,SAV
Active,SAV:HDMI RIGHT ANGLE,HDMI Right Angle Adapter,19.99,10,SAV
Active,SAV:HDMI_10.0m,HDMI Patch Cable 10 Meter,260,59.63,Binary
Active,SAV:HDMI_15.0m,HDMI Patch Cable 15 Meter,400,85.95,Binary
Active,SAV:HDMI_20.0m,HDMI Patch Cable 20 Meter,540,106.47,Binary
Active,SAV:HDMI<DVI,HDMI to DVI Adapter,19.99,10,SAV
Active,SAV:INTEGRATED REBOOT SYSTEM (TP),Integrated AV Reboot System,0,0,SAV
Active,SAV:INTERCONNECT BUDGET,Interconnect Budget,0,0,SAV
Active,SAV:IP2CC,TCP/IP to Contact Closure - Relay,199,94,SAV
Active,SAV:IR EMITTER,Standard IR Emitter - attached to device faceplate,15.47,5.79,SAV
Active,SAV:IR EMITTER (DUAL),Dual IR Flasher Emitter w/LED Feedback,28,7.95,SAV
Active,SAV:JDI MK3,Professional Passive Direct Box with Jensen Transformer,349,199,SAV
Active,SAV:LEON 45341 Edge-HI,Leon 45341 Edge-HI,7995,0,SAV
Active,SAV:LLA-4,Four Line Long Loop Adapter (Off Premise Extensions),1900,1146.22,SAV
Active,SAV:MARKDEV,Marketing Development Fund Discount,0,0,SAV
Active,SAV:Marketing Advertising,Marketing & Advertising Expense,0,0,SAV
Not-active,SAV:MCINTOSH C 2600 PRE-AMP,McIntosh C 2600 Pre-Amp,0,0,SAV
Not-active,SAV:MCINTOSH MC 452 POWER ADAPTER,McIntosh MC 452 Power Amplifier,0,0,SAV
Not-active,SAV:MCINTOSH MT 5 TURNTABLE,McIntosh MT 5 Turntable..,3900,0,SAV
Not-active,SAV:McIntosh MTI100,McIntosh MTI 100 Integrated Turntable,0,0,MCINTOSH
Not-active,SAV:MCINTOSH MXA 80,McIntosh MXA 80 Integrated 2-Channel System,3600,0,SAV
Active,SAV:MISC HARDWARE,"Misc. Hardware, Consumables, & Documentation",0,0,SAV
Active,SAV:MISC ROUGH-IN PARTS,Miscellaneous Rough-In Parts,0,0,SAV
Active,SAV:MISC SECURITY HARDWARE,Miscellaneous Security Hardware,0,0,SAV
Active,SAV:MISC TRIM PARTS,Miscellaneous Trim Parts,0,0,SAV
Active,SAV:MSB550V-W48,48'' Mechanical Exit Bar,260,133.99,SAV
Active,SAV:MT GROSS RECEIPTS TAX,MT Gross Receipts Tax - 1% State Contracts,0,0,SAV
Active,SAV:NETWORK CERTIFICATION,Network Certification Report.,0,0,SAV
Active,SAV:NVR LEASE,SAV Configured Network Video Recording System.,100,50,SAV
Active,SAV:OFFICE SUPPLIES,Office Supplies,0,0,SAV
Not-active,SAV:P019MNR,RCA Male Connector Single - Red,3.1,1.24,SAV
Not-active,SAV:P019MNW,RCA Male Connector Single - White,3.1,1.24,SAV
Active,SAV:PATCH-CAT6-01,Cat 6 1ft Ethernet Patch Cable,6,1.19,SAV
Active,SAV:PATCH-CAT6-02,Cat 6 2ft Ethernet Patch Cable,7,1.32,SAV
Active,SAV:PATCH-CAT6-03,Cat 6 3ft Ethernet Patch Cable,8,1.8,SAV
Active,SAV:PATCH-CAT6-05,Cat 6 5ft Ethernet Patch Cable,10,2.27,SAV
Active,SAV:PATCH-CAT6-07,Cat 6 7ft Ethernet Patch Cable,12,2.45,SAV
Active,SAV:PATCH-CAT6-10,Cat 6 10ft Ethernet Patch Cable,14,3.05,SAV
Active,SAV:PATCH-CAT6-15,Cat 6 15ft Ethernet Patch Cable,20,4.54,SAV
Active,SAV:PATCH-CAT6-25,Cat 6 25ft Ethernet Patch Cable,25,4.45,SAV
Active,SAV:PATCH CABLE,SAV Custom CAT6 Patch Cable,0,0,SAV
Active,SAV:PERMIT FEE,Permit Fee,0,0,SAV
Active,SAV:PIGTAIL-5,25PX5 5' Pigtail,16,7.75,SAV
Active,SAV:PONDAROSA 14' SHUFFLE,"Pondarosa Shuffleboard, 14', Specify Finish",10500,7350,SAV
Active,SAV:POWER CABLE (DO NOT ORDER),,0,0,SAV
Not-active,SAV:POWER STRIP,7 Outlet power strip with surge protection,24.99,5.95,SAV
Active,SAV:PRICE ADJUSTMENT,D-TOOLS PRICE ADJUSTMENT,0,0,SAV
Active,SAV:PRINTER/FAX ALLOWANCE,"SAV Printer/Fax Allowance, Includes Allowance for Ink and Paper.",0,0,SAV
Active,SAV:PROF FEE,Professional Fees,0,0,SAV
Active,SAV:PS-24AS,24VDC 500mA Power Supply,45,19.5,SAV
Active,SAV:R&D,Research & Development,0,0,SAV
Active,SAV:RA-1566,"3/4"" Strap White",0.08,0.02933,HANDY STRAP
Active,SAV:RA-1588,"1/2"" Strap White",0.06,0.02706,HANDY STRAP
Active,SAV:RA-1710,".718"" Dia. Strap Gray",0.26,0.12248,HANDY STRAP
Active,SAV:RA-1720,".937"" Dia. Strap Gray",0.4,0.18605,HANDY STRAP
Active,SAV:RA-1730,"1.160"" Dia. Strap Gray",0.54,0.26667,HANDY STRAP
Active,SAV:RA-1740,"1.438"" Dia. Strap Gray",0.6,0.28372,HANDY STRAP
Active,SAV:RCA-2-SCART,SCART to 3 RCA Adapter,19.95,7.99,SAV
Active,SAV:RCA CONNECTOR,"C-Tec2 RG6 RCA Plugs for non-Plenum Single, Dual, Tri or Quad Shield formats",2.84,1.23,SAV
Active,SAV:RCA F<F,RCA coupler female to female in-line version,1.09,0.47,SAV
Active,SAV:RCA INTERCONNECT,SAV Custom RCA Interconnect Cable,0,0,SAV
Active,SAV:RCA Jack to RCA Jack,RCA Jack to RCA Jack Adapter Gold,0.58,0.29,SAV
Active,SAV:RCA<BNC,BNC Male Plug to RCA Female Jack,1.63,0.6,SAV
Active,SAV:RCA<F,RCA Male to F Female Connector,1.63,0.6,SAV
Active,SAV:RG11 F CONNECTOR,C-Tec2 RG11 BNC Plugs for non-plenum dual shield formats,6,2.65,SAV
Active,SAV:RG59 F CONNECTOR,"C-Tec2 RG59 F Plugs for Single, Dual, Tri or Quad Shield formats",1.48,0.56,SAV
Active,SAV:RG59 RCA CONNECTOR,"C-Tec2 RG59 RCA Plugs for Single, Dual, Tri or Quad Shield formats",2.95,1.27,SAV
Active,SAV:RG59 Universal BNC,RG59 Universal BNC,4.64,2.32,SAV
Active,SAV:RG6 CONNECTOR,RG6 Universal RCA,2.5,1.23,SAV
Active,SAV:RG6 F CONNECTOR,"C-Tec2 RG6 F Plugs for non-Plenum Single, Dual, Tri or Quad Shield Formats",1.48,0.56,SAV
Active,SAV:RG6 Universal BNC,RG6 Universal BNC,4.24,2.12,SAV
Active,SAV:RJ45 - CAT6A,Cat6A Plug-Connector,55.4,20.81,SAV
Active,SAV:RJ45 CAT6,EZ RJ45 Connector for Cat6/6A,1.24,0.5558,SAV
Not-active,SAV:RJ45 Keystone - Cat6,RJ45 Keystone Insert - Cat6 Rated,7.99,3.21,SAV
Active,SAV:RJ45 Shielded CAT5e & CAT6,Shielded EZ-RJ45Â¨ for CAT5e & CAT6,2.76,1.38,SAV
Active,SAV:RK40,HID Keypad,418,252.95,SAV
Active,SAV:RMA EXCHANGE,Return Merchandise Authorization,0,0,SAV
Not-active,SAV:RS-232 F ADAPTOR,Female RS 232 to Cat5/6 adaptor,6.42,3.21,SAV
Active,SAV:SATELLITE DISTRIBUTION,,0,0,SAV
Active,SAV:SAV-1RU,SAV 1 Space Logo Blank  (BL1-927306),16,16,SAV
Active,SAV:SECURITY MONITORING - 1 YR,Annual Security Monitoring Contract,0,,SAV
Active,SAV:SECURITY SPECIALTY ITEM,Security Specialty Item,0,272.5,SAV
Active,SAV:SECURITY SPECIALTY ITEM 10,Security Specialty Item,0,0,SAV
Active,SAV:SECURITY SPECIALTY ITEM 2,Security Specialty Item,0,0,SAV
Active,SAV:SECURITY SPECIALTY ITEM 3,Security Specialty Item,0,0,SAV
Active,SAV:SECURITY SPECIALTY ITEM 4,Security Specialty Item,0,0,SAV
Active,SAV:SECURITY SPECIALTY ITEM 5,Security Specialty Item,0,0,SAV
Active,SAV:SECURITY SPECIALTY ITEM 6,Security Specialty Item,0,0,SAV
Active,SAV:SECURITY SPECIALTY ITEM 7,Security Specialty Item,0,0,SAV
Active,SAV:SECURITY SPECIALTY ITEM 8,Security Specialty Item,0,0,SAV
Active,SAV:SECURITY SPECIALTY ITEM 9,Security Specialty Item,0,0,SAV
Active,SAV:SERIAL ADAPTER,RS232 Serial to Cat 5/6 Adapter for Control,24,3.95,SAV
Active,SAV:SERIAL ADAPTER (DO NOT ORDER),RS232 Serial to Cat 5/6 Adapter for Control,0,0,SAV
Active,SAV:SEURA MIRROR TV,Seura C-S-4360-27.5-V2-SMT-AL-BLED.3-D  Custom Mirror TV,4600,0,SEURA
Active,SAV:SFP-H10GB-ACU10M-AO,Cisco SFP-H10GB-ACU10M Compat 10m Active Twinax Cable - Twinaxial for Network Device - 10m - 1 x...,410,163.74,SAV
Active,SAV:SFP-H10GB-CU1M-AO,1M 10GBase-CU DAC SFP+ Passive Twinax Cable F/Cisco - Twinaxial for Network Device - 1m - 1 x SF...,90,43.27,SAV
Active,SAV:SFP-H10GB-CU2M-AO,2M 10GBase-CU DAC SFP+ Passive Twinax Cable F/Cisco - Twinaxial for Network Device - 2m - 1 x SF...,110,47.95,SAV
