Active Status,Item,Description,Price,Cost,Manufacturer
Active,JBL SYNTHESIS:JBL CALIBRATION,Factory Certification and On-Site Calibration,6000,3000,JBL SYNTHESIS
Active,JBL SYNTHESIS:S1S-EX,18-Inch THX Ultra2 Subwoofer,2900,1450,JBL SYNTHESIS
Active,JBL SYNTHESIS:S2S-EX,"15'' THX Ultra Passive Subwoofer, Video-Shielded",2500,1250,JBL SYNTHESIS
Active,JBL SYNTHESIS:S3500RCAIC,Interconnect Kit For SDEC-3500,900,450,JBL SYNTHESIS
Active,JBL SYNTHESIS:S4500XLRIC,Interconnect Kit,1500,750,JBL SYNTHESIS
Active,JBL SYNTHESIS:S4700,15'' Driver - 3 Way - 8 Ohm - Floor Standing Tower Speaker - Reference Series (Cherry Cabinet),7500,3750,JBL SYNTHESIS
Active,JBL SYNTHESIS:S4AI,THX Surround Loudspeaker,1700,850,JBL SYNTHESIS
Active,JBL SYNTHESIS:S4HC,"3-Way LCR Loudspeaker (Horizontal Orientation) with Dual 6.5'' Woofers, 4'' Midrange, 1'' Tweeter",1700,850,JBL SYNTHESIS
Active,JBL SYNTHESIS:S4PCB,Speaker Mounting Bracket,50,25,JBL SYNTHESIS
Active,JBL SYNTHESIS:S4RFB,"Retrofit Bracket for S4HC, S4VC, and S4AI Models",70,35,JBL SYNTHESIS
Active,JBL SYNTHESIS:S4S,In-Wall Passive Subwoofer,900,450,JBL SYNTHESIS
Active,JBL SYNTHESIS:S4SBB,Subwoofer Back Box,500,250,JBL SYNTHESIS
Active,JBL SYNTHESIS:S4VC,3-way 8 Inch vertical Flush-mount THX Loudspeaker,1700,850,JBL SYNTHESIS
Active,JBL SYNTHESIS:SAM12X,Crossover,500,250,JBL SYNTHESIS
Active,JBL SYNTHESIS:SAM1HF,Array Horn Module,2500,1250,JBL SYNTHESIS
Active,JBL SYNTHESIS:SAM2LF,Array Dual 8 Module,1500,750,JBL SYNTHESIS
Active,JBL SYNTHESIS:SAM3HA,LCR Horizontal Loudspeaker,2500,1250,JBL SYNTHESIS
Active,JBL SYNTHESIS:SAM3VA,Array Module 3 Vertical Loudspeaker,2500,1250,JBL SYNTHESIS
Active,JBL SYNTHESIS:SDA4500XLRIC,Interconnect Kit For SDEC4500P with SDA Amplifiers,2000,1000,JBL SYNTHESIS
Active,JBL SYNTHESIS:SDA4600,4 x 600 Watts High-Performance Amplifier,4500,2250,JBL SYNTHESIS
Active,JBL SYNTHESIS:SDA7200,7 x 200 Watts High-Performance Amplifier,3000,1650,JBL SYNTHESIS
Active,JBL SYNTHESIS:SDA8300,8 x 300 Watts High-Performance Amplifier,5500,2750,JBL SYNTHESIS
Active,JBL SYNTHESIS:SDEC-3500,Equalizer,6000,3000,JBL SYNTHESIS
Active,JBL SYNTHESIS:SDEC-4500P,Equalizer,7000,3500,JBL SYNTHESIS
Active,JBL SYNTHESIS:SDP-25,Surround Sound Processor,3000,1650,JBL SYNTHESIS
Not-active,JBL SYNTHESIS:SDP-45,Surround Sound Processor,10500,6300,JBL SYNTHESIS
Active,JBL SYNTHESIS:SK2-3300,3-way high-perFormance LCR Loudspeaker,11000,5500,JBL SYNTHESIS
Active,JBL SYNTHESIS:STUDIO 220,"2-Way 4'' Bookshelf Loudspeakers, Pr.",330,150,JBL SYNTHESIS
Active,JBL SYNTHESIS:STUDIO 225C,2.5-Way Dual 4'' Center Channel Loudspeaker,275,137,JBL SYNTHESIS
Active,JBL SYNTHESIS:STUDIO SUB 250P,10'' Powered Subwoofer,495,225,JBL SYNTHESIS
Active,JENSEN TRANSFORMERS,DO NOT USE,0,0,JENSEN TRANSFORMERS
Active,JENSEN TRANSFORMERS:CI-1RR,Single Channel Audio Isolator (Unbalanced),114.95,78.75,JENSEN TRANSFORMERS
Active,JENSEN TRANSFORMERS:CI-2RR,Stereo (2-Channel) Audio Input Isolator,253.65,135,JENSEN TRANSFORMERS
Active,JENSEN TRANSFORMERS:DM2-2XX,Line Balancer,209.95,162.75,JENSEN TRANSFORMERS
Active,JENSEN TRANSFORMERS:PB-2XX,Line Balancer,267.95,207.75,JENSEN TRANSFORMERS
Active,JENSEN TRANSFORMERS:PC-2XR,Balanced Line Transformer,209.95,162.75,JENSEN TRANSFORMERS
Active,JENSEN TRANSFORMERS:PI-2XX,Stereo Audio Isolator Interface,209.95,162.75,JENSEN TRANSFORMERS
Active,JENSEN TRANSFORMERS:SUB-1RR,Low Frequency Audio Isolator,114.95,78.75,JENSEN TRANSFORMERS
Active,JENSEN TRANSFORMERS:VBH-3BB,"Video Ground Loop Corrector for 75Ohm Systems, BNC",499.99,360,JENSEN TRANSFORMERS
Active,JENSEN TRANSFORMERS:VBH-5BB,RGBHV Isolator,849.95,585.75,JENSEN TRANSFORMERS
Active,JENSEN TRANSFORMERS:VRD-1FF,CATV Isolator,59.95,36,JENSEN TRANSFORMERS
Active,JUST ADD POWER,,0,0,JUST ADD POWER
Active,JUST ADD POWER:508POE,3G 4K Receiver PoE,758,379,JUST ADD POWER
Active,JUST ADD POWER:518AVP,3G 4K AVPro Receiver PoE,1038,519,JUST ADD POWER
Active,JUST ADD POWER:717HIFI,3G HIFI 4K Transmitter PoE,1198,599,JUST ADD POWER
Active,JUST ADD POWER:717WP2,"3G PoE In-Wall 2 Gang Transmitter, White",1398,699,JUST ADD POWER
Active,JUST ADD POWER:718AVP,3G 4K AVPro Transmitter PoE,1198,599,JUST ADD POWER
Active,JUST ADD POWER:747POE,3G PoE 4 Input Rackmount  Transmitter,3898,1949,JUST ADD POWER
Active,JUST ADD POWER:749AVP,3G 4K AVPro 3 Input Rackmount Transmitter,3798,1899,JUST ADD POWER
Active,JUST ADD POWER:759A,3G 4x4 4K Video Tiler Processor,7700,3850,JUST ADD POWER
Active,JUST ADD POWER:IRD,Serial to IR,112,56,JUST ADD POWER
Not-active,JUST ADD POWER:VBS-HDMI-518AVP,3G 4K AVPro Receiver PoE,1038,519,JUST ADD POWER
Not-active,JUST ADD POWER:VBS-HDMI-717HIFI,3G 4K HIFI Transmitter PoE,1198,599,JUST ADD POWER
Active,KALEIDESCAPE,DO NOT USE,0,0,KALEIDESCAPE
Active,KALEIDESCAPE:ALTO PLAYER,1080P Alto Movie Player,2495,1871,KALEIDESCAPE
Active,KALEIDESCAPE:DV700,"Housing and automatic import of Blu-ray Disc, DVD and CD",3995,2896,KALEIDESCAPE
Active,KALEIDESCAPE:K0217-0000,Strato C Movie Player,3495,2621,KALEIDESCAPE
Active,KALEIDESCAPE:K0503-0100-DV700,Cinema One and DV700 Disc Vault Bundle,7990,6392,KALEIDESCAPE
Active,KALEIDESCAPE:K0507-0006,1080P Alto Movie Player w/6TB Storage (Ea.),3295,2471,KALEIDESCAPE
Active,KALEIDESCAPE:K0509-0010,"Strato 4K Ultra HD Movie Player, 10TB",5995,5096,KALEIDESCAPE
Active,KALEIDESCAPE:K0509-1012,"Strato S 4K Ultra HD Movie Player, 12TB",5495,3572,KALEIDESCAPE
Active,KALEIDESCAPE:KCINEMA-1-HC,All-in-one DVD Movie Server - Up to 600 DVDs or 100 Blu-ray discs,3995,2597,KALEIDESCAPE
Not-active,KALEIDESCAPE:KDISK-2000-L-S,2 TB Disk Cartridge (Standalone),995,697,KALEIDESCAPE
Not-active,KALEIDESCAPE:KDISK-3000-L-S,3 TB Disk Cartridge,1395,977,KALEIDESCAPE
Active,KALEIDESCAPE:KDISK-6000-L-S,"6TB Disk Cartridge, for 1U or 3U servers.",995,716,KALEIDESCAPE
Active,KALEIDESCAPE:KMOUNT-K0509-1,Strato S Rackmount Kit,195,146,KALEIDESCAPE
Active,KALEIDESCAPE:KPLAYER-M300 - REGION A,Movie Player,2995,2246,KALEIDESCAPE
Active,KALEIDESCAPE:KPLAYER-M500 - REGION A,"Movie Player, Integral Cd/Dvd Combo Drive",5295.06,3971,KALEIDESCAPE
Not-active,KALEIDESCAPE:KPLAYER-M500 - REGION B,"Movie Player, Integral Cd/Dvd Combo Drive",4495,2697,KALEIDESCAPE
Not-active,KALEIDESCAPE:KPLAYER-M500 - REGION C,"Movie Player, Integral Cd/Dvd Combo Drive",4495,2697,KALEIDESCAPE
Active,KALEIDESCAPE:KSERVER-1500-0150,"Server - 1U server, (4) 2 TB Disk Cartridges, 150 Blu Ray Capacity",9495,5697,KALEIDESCAPE
Active,KALEIDESCAPE:KSERVER-1500-0325,"Server - 1U server, four 4 TB Disk Cartridges, 325 Blu Ray Capacity",11495,6897,KALEIDESCAPE
Active,KALEIDESCAPE:KSERVER-1500-0475,1U Server with (4) 6TB Disk Cartridges,11495,8621,KALEIDESCAPE
Active,KALEIDESCAPE:KSERVER-5000-0650,"Server - 3U Server, (8) 4TB Disk Catridges, 650 Blu-Ray Capacity",24195,14517,KALEIDESCAPE
Active,KALEIDESCAPE:KSERVER-5000-1300,"Server - 3U Server, (14) 4TB Disk Catridges, 1300 Blu-Ray Capacity",30165,18099,KALEIDESCAPE
Active,KALEIDESCAPE:KSHELF-300,Rack Shelf,185,116,KALEIDESCAPE
Active,KALEIDESCAPE:KVAULT D700,DV700 Disc Vault (Disc vault with 320 slots),3995,2896,KALEIDESCAPE
Active,KALEIDESCAPE:KVAULT M700 - REGION A,Disc Vault to add movie and music to our system,6995,4197,KALEIDESCAPE
Not-active,KALEIDESCAPE:KVAULT M700 - REGION B,Disc Vault to add movie and music to our system,6995,4197,KALEIDESCAPE
Not-active,KALEIDESCAPE:KVAULT M700 - REGION C,Disc Vault to add movie and music to our system,6995,4197,KALEIDESCAPE
Active,KALEIDESCAPE:STRATO 6TB,4K ULTRA HD AND HIGH DYNAMIC RANGE,4495,3371,KALEIDESCAPE
Active,KEY DIGITAL,DO NOT USE,0,0,KEY DIGITAL
Active,KEY DIGITAL:KD-1X2CSK,"1 Input to 2 Outputs HDMI Distribution Amplifier, Supports Ultra HD/4K",199,108,KEY DIGITAL
Not-active,KEY DIGITAL:KD-1X4CS,"Champion series, 1 Input to 4 Output HDMI Switcher",220,132,KEY DIGITAL
Not-active,KEY DIGITAL:KD-2X1CS,2 x 1 HDMI switcher,120,72,KEY DIGITAL
Active,KEY DIGITAL:KD-2X1CSK,"2 Inputs to 1 Output HDMI Switcher, Supports Ultra HD/4K",150,94.95,KEY DIGITAL
Active,KEY DIGITAL:KD-4X1CSK,4 x 1 HDMI Switcher,200,120,KEY DIGITAL
Not-active,KEY DIGITAL:KD-6X6CS,6 x 6 HDMI Matrix Switcher,2000,423.61,KEY DIGITAL
Active,KEY DIGITAL:KD-HD16X16PROK,"16 x 16 HDBaseT HDMI Lite Matrix Switcher, Includes Extenders",28000,16800,KEY DIGITAL
Active,KEY DIGITAL:KD-HD1X1PROK,1 to 1 HDMI Extender & Booster,300,180,KEY DIGITAL
Active,KEY DIGITAL:KD-HD2X1PROK,2 to 1 HDMI Switcher,300,180,KEY DIGITAL
Active,KEY DIGITAL:KD-HD4X1PROK,4 to 1 HDMI Switcher,400,240,KEY DIGITAL
Not-active,KEY DIGITAL:KD-HD8X8LITE,"8 x 8 HDBaseT HDMI Lite Matrix Switcher, Includes Extenders",8000,4800,KEY DIGITAL
Active,KEY DIGITAL:KD-HDDA1X1PRO,"Phantom series, 1 to 1 HDMI Extender",250,162.5,KEY DIGITAL
Active,KEY DIGITAL:KD-HDDA1X2,1 x 2 HDMI Distribution Amplifier,280,196,KEY DIGITAL
Active,KEY DIGITAL:KD-HDDA1X4PRO,1 x 4 HDMI Distribution Amplifier,300,180,KEY DIGITAL
Active,KEY DIGITAL:KD-HDSW2X1,2 x 1 HDMI Switcher,300,195,KEY DIGITAL
Active,KEY DIGITAL:KD-HDSW4X1,4 x 1 HDMI Switcher,440,308,KEY DIGITAL
Active,KEY DIGITAL:KD-MSW8X4PRO,8 x 4 Component Video Matrix Switcher,1250,499.77,KEY DIGITAL
Active,KEY DIGITAL:KD-VCS500,Video Converter & Scaler,280,168,KEY DIGITAL
Active,KEY DIGITAL:KD-X1000PROK,HDBaseT HDMI & VGA Via (1x) Cat5e/6,1100,660,KEY DIGITAL
Active,KEY DIGITAL:KD-X400POHK,Power Over HDBaseT HDMI Via (1x) Cat5e/6,550,330,KEY DIGITAL
Active,KEY DIGITAL:KD-X400PROK,HDBaseT HDMI Via (1x) Cat5e/6,500,300,KEY DIGITAL
Active,KEY DIGITAL:KD-X600PROK,HDBaseT HDMI Via (1x) Cat5e/6,600,360,KEY DIGITAL
Active,KEY DIGITAL:KX-DAXAA,SPDIF/Optical to Analog L/F Translator,129.99,80,KEY DIGITAL
Active,KWIKSET,DO NOT USE,0,0,KWIKSET
Active,KWIKSET:Z-WAVE DOOR LOCK,Z-Wave SmartCode Electronic Deadbolt. Specify color.,159.99,145.99,KWIKSET
Active,L-COM,,0,0,L-COM
Active,L-COM:18X16X8 WEATHERPROOF ENCLOSURE,18x16x8 Inch UL Listed Weatherproof Enclosure,229.99,192.77,L-COM
Active,L-COM:AL-D2-PAW,Outdoor 70.7/100 Volt Public Address Systems Lightning Protector,74.06,74.06,L-COM
Active,L-COM:ALUMINUM MOUNTING PLATE,Blank Aluminum Mounting Plate for NB181608 Series Enclosures,39.99,28.8,L-COM
Active,LABORADJ,Labor Adjustments,0,0,SAV
Active,LEAK INTELLIGENCE,,0,0,LEAK INTELLIGENCE
Active,"LEAK INTELLIGENCE:Z-WAVE LEAK GOPHER (1.25"")","Leak Gopher Z-Wave Valve Control with 1.25"" Valve",489,338.99,LEAK INTELLIGENCE
Active,LEON SPEAKERS,DO NOT USE,0,0,LEON SPEAKERS
Active,LEON SPEAKERS:A10-UT-1K,One 10'' In-Room Ultra-Thin Sub With Rack Mount Amplifier,2995,1348,LEON SPEAKERS
Active,LEON SPEAKERS:A10-UT-1K-2X,(2) 10” ultra-thin subs with (1) L3-1K amplifier,4495,2022,LEON SPEAKERS
Active,LEON SPEAKERS:A3-IW-1K,In-Wall Subwoofer System,2495,1122,LEON SPEAKERS
Active,LEON SPEAKERS:A3-IW-1K-2X,"In-Wall Subwoofer System, 2x 8'' Subwoofers, 1x Rack-Mounted Amplifier",3995,1798,LEON SPEAKERS
Active,LEON SPEAKERS:A8-400,8” Subwoofer with 400 watt on-board amplifier,1495,672,LEON SPEAKERS
Active,LEON SPEAKERS:AX-61-PCB,Speaker Mounting Bracket,25,15,LEON SPEAKERS
Active,LEON SPEAKERS:AxV60-PCB,Pre-construction bracket for AxV60 Ea.,30,15,LEON SPEAKERS
Active,LEON SPEAKERS:B505LX,"5"" Outdoor Weather Resistant On-Wall Speaker.",2595,1295,LEON SPEAKERS
Active,LEON SPEAKERS:BACKBOX,Custom Sized Backbox For Recess Mounting,1295,895,LEON SPEAKERS
Active,LEON SPEAKERS:Custom Grill,"Built to match the contour of the TV, including accommodations for logos, IR sensors, etc",150,75,LEON SPEAKERS
Active,LEON SPEAKERS:DS33LX,On-Wall Rear-Channel Surround Speaker,495,222,LEON SPEAKERS
Active,LEON SPEAKERS:DSFMB,"Detail Series FlexMount Bracket, Pr.",170,110,LEON SPEAKERS
Active,LEON SPEAKERS:DSFMB-OS,"Detail Series FlexMount Bracket for Oversized Speakers Above 25lbs., Pr.",195,130,LEON SPEAKERS
Active,LEON SPEAKERS:DSTTS,"Detail Series Adjustable Table Top Stand, Pr.",250,165,LEON SPEAKERS
Active,LEON SPEAKERS:ECLIPSE-V,Lift - TV Actuator Lift for TVs up to 70'' diagonal,7495,4495,LEON SPEAKERS
Active,LEON SPEAKERS:EDGE-44UX,Edge Media Frame with HZ44UX Soundbar.,4995,3150,LEON SPEAKERS
Active,LEON SPEAKERS:EDGE-SPB,Edge Media Frame for Sonos Playbar,3250,1950,LEON SPEAKERS
Active,LEON SPEAKERS:EDGE-TV,Edge Media frame system without speaker,2750,1650,LEON SPEAKERS
Active,LEON SPEAKERS:ELITE-5,Recess mounted Elite system for TVs between 32”-54” diagonal (requires Backbox),8495,5095,LEON SPEAKERS
Active,LEON SPEAKERS:ELITE-6RZ,Surface mounted Elite system for TVs between 55''-65'' diagonal,10495,6295,LEON SPEAKERS
Active,LEON SPEAKERS:FLSH,"Horizon Series FlushMount Bracket, EA",50,35,LEON SPEAKERS
Active,LEON SPEAKERS:HZ-GRILLE,"Custom Grille Adjustment for Display Contours, Logos, IR Sensors, etc.",150,75,LEON SPEAKERS
Active,LEON SPEAKERS:HZ-MMB,"Horizon Series MatchMount Bracket, Ea.",150,95,LEON SPEAKERS
Active,LEON SPEAKERS:HZ-MMB-UT,"Horizon Series Ultra-Thin MatchMount Bracket, Ea.",135,90,LEON SPEAKERS
Active,LEON SPEAKERS:HZ-UMB,Speaker Mounting Bracket,200,135,LEON SPEAKERS
Active,LEON SPEAKERS:HZ33,"Performance Series 3-Channel Soundbar, Custom Width Grille (SPECIFY TV MODEL)",1495,672,LEON SPEAKERS
Active,LEON SPEAKERS:HZ33-C,"Performance Series Center Channel Soundbar, Custom Width Grille",1095,492,LEON SPEAKERS
Active,LEON SPEAKERS:HZ33-LR,"Performance Series  2-Channel  L+R Soundbar, Custom Width Grille",1295,582,LEON SPEAKERS
Active,LEON SPEAKERS:HZ33LX,"Performance Series 3-Channel Soundbar, Custom Width Grille",1995,898,LEON SPEAKERS
Active,LEON SPEAKERS:HZ33LX-C,"Performance Series Center Channel Soundbar, Custom Width Grille",1495,672,LEON SPEAKERS
Active,LEON SPEAKERS:HZ33LX-LR,"Performance Series  2-Channel  L+R Soundbar, Custom Width Grille",1695,762,LEON SPEAKERS
Active,LEON SPEAKERS:HZ350CL,"Horizon Classic Series 3-Channel Soundbar, 36'' width",995,498,LEON SPEAKERS
Active,LEON SPEAKERS:HZ360CL,"Horizon Classic Series 3-Channel Soundbar, 48'' width",1195,598,LEON SPEAKERS
Active,LEON SPEAKERS:HZ44,"Performance Series 3-Channel Soundbar, Custom Width Grille",1995,898,LEON SPEAKERS
Active,LEON SPEAKERS:HZ44-C,"Performance Series Center Channel Soundbar, Custom Width Grille",1495,672,LEON SPEAKERS
Active,LEON SPEAKERS:HZ44-LR,"Performance Series 2-Channel  L+R Soundbar, Custom Width Grille",2095,762,LEON SPEAKERS
Active,LEON SPEAKERS:HZ44LX,"Performance Series 3-Channel Soundbar, Custom Width Grille",2995,1348,LEON SPEAKERS
Active,LEON SPEAKERS:HZ44LX-5.1,"LCR soundbar, undermount bracket,  (2) in-ceiling surrounds, and (1) in-room sub w/ rack-mount a...",6550,2950,LEON SPEAKERS
Active,LEON SPEAKERS:HZ44LX-C,"Performance Series Center Channel Soundbar, Custom Width Grille",2295,1032,LEON SPEAKERS
Active,LEON SPEAKERS:HZ44LX-LR,"Performance Series 2-Channel  L+R Soundbar, Custom Width Grille",2495,1122,LEON SPEAKERS
Active,LEON SPEAKERS:HZ44UX,Horizon Series Custom-Width LCR Soundbar.,2995,1348,LEON SPEAKERS
Active,LEON SPEAKERS:HZ55LX,"Performance Series 3-Channel Soundbar, Custom Width Grille",3495,1572,LEON SPEAKERS
Active,LEON SPEAKERS:HZ55LX-C,"Performance Series Center Channel Soundbar, Custom Width Grille",2695,1302,LEON SPEAKERS
Active,LEON SPEAKERS:HZ55LX-LR,"Performance Series 2-Channel  L+R Soundbar, Custom Width Grille",2895,1302,LEON SPEAKERS
Active,LEON SPEAKERS:HZ55UX,"Ultra-Thin Audiophile Soundbar, Custom Width",3995,1798,LEON SPEAKERS
Active,LEON SPEAKERS:HZOTO,Powered L/R TV Speaker,2895,1498,LEON SPEAKERS
Active,LEON SPEAKERS:HZOTO-4K,HzOTO Soundbar; A8-400 Subwoofer; OTO-Rx Wireless Receiver; Mounting Bracket,4000,2000,LEON SPEAKERS
Active,LEON SPEAKERS:HZOTO-MCA,"Horizon Series Soundbar for TVs Up To 65""",3250,1465,LEON SPEAKERS
Active,LEON SPEAKERS:HZOTO-MCA-OS,"Horizon Series Soundbar for TVs Up To 96""",3750,1690,LEON SPEAKERS
Active,LEON SPEAKERS:HZSEVEN,"Reference Series 3-Channel Soundbar, Custom Width Grille",14995,6748,LEON SPEAKERS
Active,LEON SPEAKERS:HZSEVEN-C,"Reference Series Center Channel Soundbar, Custom Width Grille",9995,4498,LEON SPEAKERS
Active,LEON SPEAKERS:HZSEVEN-LR,"Reference Series 2-Channel  L+R Soundbar, Custom Width Grille",12995,5848,LEON SPEAKERS
Active,LEON SPEAKERS:HZTTS,"Horizon Series Adjustable Table Top Stand, Ea.",250,165,LEON SPEAKERS
Active,LEON SPEAKERS:HZULTIMA,"Reference Series 3-Channel Soundbar, Custom Width Grille",4995,2248,LEON SPEAKERS
Active,LEON SPEAKERS:HZULTIMA-C,"Reference Series Center Channel Soundbar, Custom Width Grille",3295,1482,LEON SPEAKERS
Active,LEON SPEAKERS:HZULTIMA-LR,"Reference Series 2-Channel  L+R Soundbar, Custom Width Grille",3995,1798,LEON SPEAKERS
Active,LEON SPEAKERS:HZUMB,"Horizon Series Universal Mounting Bracket, Ea.",214.81,145,LEON SPEAKERS
Active,LEON SPEAKERS:HZUT,"Ultra-Thin 3-Channel Soundbar, Custom Width Grille",1995,898,LEON SPEAKERS
Active,LEON SPEAKERS:HZUT-C,"Ultra-Thin Center Channel Soundbar, Custom Width Grille",1495,672,LEON SPEAKERS
Active,LEON SPEAKERS:HZUT-LR,"Ultra-Thin 2-Channel L+R Soundbar, Custom Width Grille",1695,762,LEON SPEAKERS
Active,LEON SPEAKERS:HZUTLX,"Ultra-Thin 3-Channel Soundbar, Custom Width Grille",2495,1122,LEON SPEAKERS
Active,LEON SPEAKERS:HZUTLX-C,"Ultra-Thin Center Channel Soundbar, Custom Width Grille",2095,942,LEON SPEAKERS
Active,LEON SPEAKERS:HZUTLX-LR,"Ultra-Thin 2-Channel  L+R Soundbar, Custom Width Grille",2295,1032,LEON SPEAKERS
Active,LEON SPEAKERS:ILLUSION-7,Recess mounted Illusion system for TVs between 66 to 80 inches diagonal,8495,5095,LEON SPEAKERS
Active,LEON SPEAKERS:Illusion 6,"Electronic lifts use original art, sculptures, mirrors, or decorative panels to conceal TVs",6495,3895,LEON SPEAKERS
Active,LEON SPEAKERS:L3-1K,Subwoofer Amplifier,1495,672,LEON SPEAKERS
Active,LEON SPEAKERS:OTO-RX,Wireless Subwoofer Receiver,295,195,LEON SPEAKERS
Active,"LEON SPEAKERS:Oversize Charge 75""-90""","Charge for speaker to match TV between 75"" and 90""",295,295,LEON SPEAKERS
Active,"LEON SPEAKERS:Oversize Charge 91""-120""","Charge for speaker to match TV between 90"" and 120""",995,995,LEON SPEAKERS
Active,LEON SPEAKERS:PR-MMB,"Profile Series MatchMount Bracket, Ea.",150,95,LEON SPEAKERS
Active,LEON SPEAKERS:PR-MMB - UT,"Profile Series Ultra-Thin MatchMount Bracket, Ea.",135,90,LEON SPEAKERS
Active,LEON SPEAKERS:PR-SMB,"Profile Series SideMount Bracket, Pr.",295,195,LEON SPEAKERS
Active,LEON SPEAKERS:PR33LX-MC,"Multi-Channel Side-Mount Speakers, Exact TV Size Match",2495,1122,LEON SPEAKERS
Active,LEON SPEAKERS:PR44LX,"Profile Series Side-Mount Speakers Built to Match TV, Pr., Specify TV Model",2995,1348,LEON SPEAKERS
Active,LEON SPEAKERS:PR55LX-MC,"Leons Profile Pr55LX speakers deliver full range, high-fidelity audio with incredible power hand...",3995,1798,LEON SPEAKERS
Active,LEON SPEAKERS:PRSMB,"Profile Series SideMount Bracket, Pr.",295,195,LEON SPEAKERS
Active,LEON SPEAKERS:PRSMB-OS,"Profile Series SideMount Bracket for Oversized Speakers, Pr.",495,325,LEON SPEAKERS
Active,LEON SPEAKERS:PRTTS,"Profile Series Adjustable Table Top Stand, Pr.",295,175,LEON SPEAKERS
Active,LEON SPEAKERS:PRULTIMA,"Handcrafted Side-Mounted TV Speaker, Pr...Be sure to specify the make and model of the TV.",4995,2248,LEON SPEAKERS
Active,LEON SPEAKERS:PRUT,"Handcrafted Side-Mounted TV Speaker, Pr. Be sure to specify the make and model of the TV.",1995,898,LEON SPEAKERS
Active,LEON SPEAKERS:PRUT-MC,"Handcrafted Side-Mounted TV Speaker, Pr...Be sure to specify the make and model of the TV.",2495,1122,LEON SPEAKERS
Active,LEON SPEAKERS:PRUT-MC (INCLUDED),Side Mount TV Speaker,0,0,LEON SPEAKERS
Active,LEON SPEAKERS:TCFIT,TONECASE Mounts PLAYBAR Directly to TV; (SPECIFY TV MAKE AND MODEL),650,390,LEON SPEAKERS
Active,LEON SPEAKERS:TCFIT-OS,"TONECASE Mounts PLAYBAR Directly to TV; Includes Custom-Sized Grill for TVs over 65""",750,450,LEON SPEAKERS
Active,LEON SPEAKERS:TCUMB,TONECASE Mounts PLAYBAR Directly Above or Below the TV (Does Not Include Grill),395,249,LEON SPEAKERS
Active,LEON SPEAKERS:TI44LX,"Timbre Series Bookshelf Speaker, Ea.",1247.5,561,LEON SPEAKERS
Active,LEON SPEAKERS:TIULTIMA,"Timbre Series Bookshelf Speakers, Pr.",4495,2022,LEON SPEAKERS
Active,LEON SPEAKERS:V4-PCB,Speaker Mounting Bracket,30,20,LEON SPEAKERS
Active,LEON SPEAKERS:V44LX,"Rectangular In-Wall Surround Speaker, Ea.",895,402,LEON SPEAKERS
Active,LEON SPEAKERS:V5-PCB,Speaker Mounting Bracket,30,20,LEON SPEAKERS
Active,LEON SPEAKERS:V55LX,"Vault Series In-Wall Speaker, Ea.",995,448,LEON SPEAKERS
Active,LEON SPEAKERS:WIDTH UPCHARGE,"For TVs Greater Than 75"" Diagonal",295,295,LEON SPEAKERS
Active,LEVITON,DO NOT USE,0,0,LEVITON
Not-active,LEVITON:1-GANG TRIM,"Decora Cover Plate, 1 Gang, White",0.8,0.4,LEVITON
Active,LEVITON:1GDWP-XXXX,"Wall Plate - 1-Gang Screwless Decora Coverplate, Ea",0.54,0.255,LEVITON
Active,LEVITON:2GDWP-XXXX,Wall Plate - 2-Gang Decora Coverplate,0.99,0.64,LEVITON
Active,LEVITON:2PDI-XXXX,"2-port, Decora Style QuickPort Frame",4.75,2.78,LEVITON
Active,LEVITON:3GDWP-XXXX,Wall Plate - 3-Gang Decora Coverplate,1.49,0.96,LEVITON
Active,LEVITON:3PDI-XXXX,"3-port, Decora Style QuickPort Frame",4.49,2.94,LEVITON
Not-active,LEVITON:40089-00D,Quickport Patch Block 89D Mounting Bracket,8.8,4.41,LEVITON
Active,LEVITON:40089-D,Mounting Bracket For M Blocks,7.44,4.39,LEVITON
Active,LEVITON:40214-00W,Wallphone Jack (White),6,3.01,LEVITON
Active,LEVITON:40253-XXXX,Wall Plate - Type 630A Wall Phone,4.59,2.99,LEVITON
Active,LEVITON:40830-B*E,Quickport Black RCA Snap-in Module,5.94,2.96,LEVITON
Active,LEVITON:40830-B*R,Quickport Red RCA Snap-in Module,5.54,2.76,LEVITON
Active,LEVITON:40830-B*W,Quickport White RCA Snap-in Module,6.4,3.19,LEVITON
Active,LEVITON:40831-W,"F Connector Insert, White",6,3,LEVITON
Active,LEVITON:40833-B**-XXXX,"Insert - Binding Post, Quickport Snap-In Module, Ea.",4.19,2.73,LEVITON
Active,LEVITON:40834WH,HDMI Snap In Module White,26.72,13.36,LEVITON
Active,LEVITON:40836-0B*,RJ-11 Jack,5,2.51,LEVITON
Active,LEVITON:40837-BWE,Quickport Banana Jack Module,6.1,3.06,LEVITON
Active,LEVITON:40837-BWR,Quickport Banana Jack Module,6.1,3.06,LEVITON
Active,LEVITON:40839-S*S,Quickport Female 3.5mm Snap-in Module,11.12,5.56,LEVITON
Active,LEVITON:41084-B*B,Quickport Snap-in Blank Module,0.4,0.18,LEVITON
Active,LEVITON:41084-B*F,Quickport BNC Snap-in Module,10.4,5.19,LEVITON
Active,LEVITON:41084-F*F,Quickport F-connector Module,4.12,1.84,LEVITON
Active,LEVITON:41084-S*F,Quickport ST Fiber Optic Module,20.6,10.31,LEVITON
